mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation	slur
90	90	719/2	719/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1111			
91	91	360	360	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1112			48
91	91	721/2	721/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1113			48
91	91	361	361	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1114			
91	91	725/2	725/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1115			49
91	91	363	363	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1116			49
91	91	727/2	727/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1117			
91	91	360	360	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1118			
91	91	721/2	721/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1119			
91	91	361	361	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1120			
91	91	723/2	723/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1121			
91	91	362	362	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1122			
92	92	364	364	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1123			50
92	92	729/2	729/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1124			
92	92	365	365	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1125		articStaccatoBelow	
92	92	731/2	731/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1126		articStaccatoBelow	
92	92	366	366	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1127		articStaccatoBelow	
92	92	733/2	733/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1128			51
92	92	367	367	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1129			51
92	92	735/2	735/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1130			
92	92	364	364	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1131			
92	92	366	366	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1132			
93	93	368	368	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1133			52
93	93	737/2	737/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1134			
93	93	369	369	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1135		articStaccatoBelow	
93	93	739/2	739/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1136		articStaccatoBelow	
93	93	370	370	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1137		articStaccatoBelow	
93	93	741/2	741/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1138			53
93	93	371	371	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1139			53
93	93	743/2	743/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1140			
93	93	368	368	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1141			
93	93	370	370	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1142			
94	94	372	372	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1143			54
94	94	745/2	745/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1144			
94	94	747/2	747/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1145			
94	94	374	374	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1146			55
94	94	749/2	749/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1147			
94	94	751/2	751/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1148			
94	94	373	373	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1149			
94	94	375	375	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1150			
95	95	376	376	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1151		articStaccatoBelow	
95	95	753/2	753/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1152		articStaccatoBelow	
95	95	377	377	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1153		articStaccatoBelow	
95	95	755/2	755/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1154		articStaccatoBelow	
95	95	378	378	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1155		articStaccatoAbove	
95	95	757/2	757/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1156		articStaccatoAbove	
95	95	379	379	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1157		articStaccatoAbove	
95	95	759/2	759/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1158		articStaccatoAbove	
95	95	376	376	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1159			
96	96	380	380	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1160			56
96	96	381	381	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1161			56
96	96	382	382	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1162			56
96	96	383	383	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1163			
96	96	380	380	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1164			
96	96	761/2	761/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1165			
96	96	381	381	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1166			
96	96	763/2	763/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1167			
96	96	382	382	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1168			
96	96	765/2	765/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1169			
96	96	383	383	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1170			
96	96	767/2	767/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1171			
97	97	384	384	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1172			57
97	97	769/2	769/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1173			
97	97	385	385	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1174			
97	97	773/2	773/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1175			
97	97	387	387	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1176			
97	97	775/2	775/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1177			
97	97	384	384	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1178			
97	97	769/2	769/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1179			
97	97	385	385	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1180			
97	97	771/2	771/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1181			
97	97	386	386	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1182			
98	98	388	388	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1183			58
98	98	389	389	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1184			58
98	98	390	390	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1185			58
98	98	391	391	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1186			
98	98	388	388	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1187			
98	98	777/2	777/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1188			
98	98	389	389	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1189			
98	98	779/2	779/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1190			
98	98	390	390	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1191			
98	98	781/2	781/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1192			
98	98	391	391	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1193			
98	98	783/2	783/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1194			
99	99	392	392	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1195			59
99	99	785/2	785/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1196			59
99	99	393	393	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1197			
99	99	789/2	789/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1198			60
99	99	395	395	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1199			60
99	99	791/2	791/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1200			
99	99	392	392	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1201			
99	99	785/2	785/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1202			
99	99	393	393	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1203			
99	99	787/2	787/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1204			
99	99	394	394	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1205			
100	100	396	396	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1206			61
100	100	793/2	793/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1207			
100	100	397	397	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1208		articStaccatoAbove	
100	100	795/2	795/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1209		articStaccatoAbove	
100	100	398	398	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1210			
100	100	797/2	797/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1211			62
100	100	399	399	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1212			62
100	100	799/2	799/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1213			
100	100	396	396	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1214			63
100	100	397	397	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1215			63
100	100	398	398	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1216			
100	100	396	396	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	1217			
100	100	398	398	1.0	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	1218			
101	101	400	400	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1219			64
101	101	801/2	801/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1220			
101	101	401	401	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1221		articStaccatoAbove	
101	101	803/2	803/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1222		articStaccatoAbove	
101	101	402	402	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1223		articStaccatoAbove	
101	101	805/2	805/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1224			65
101	101	403	403	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1225			65
101	101	807/2	807/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1226			
101	101	400	400	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1227			66
101	101	401	401	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1228			66
101	101	402	402	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1229			
101	101	400	400	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	1230			
101	101	402	402	1.0	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	1231			
102	102	404	404	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1232			67
102	102	809/2	809/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1233			67
102	102	405	405	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1234			67
102	102	811/2	811/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1235			
102	102	406	406	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1236			68
102	102	813/2	813/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1237			68
102	102	407	407	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1238			68
102	102	815/2	815/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1239			
102	102	405	405	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1240			
102	102	406	406	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1241			
102	102	407	407	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1242			
103	103	408	408	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	2/3	1243			
103	103	408	408	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1244	f		
103	103	1225/3	1225/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1245			
103	103	1226/3	1226/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1246			
103	103	409	409	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1247			
103	103	1228/3	1228/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1248			
103	103	1229/3	1229/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1249			
103	103	410	410	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1250			
103	103	1231/3	1231/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1251			
103	103	1232/3	1232/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1252			
103	103	411	411	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1253			
103	103	1234/3	1234/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1254			
103	103	1235/3	1235/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1255			
103	103	408	408	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1256			
104	104	412	412	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1257			
104	104	413	413	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1258			
104	104	414	414	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1259			
104	104	415	415	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1260			
104	104	412	412	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1261			
104	104	1237/3	1237/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1262			
104	104	1238/3	1238/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1263			
104	104	413	413	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1264			
104	104	1240/3	1240/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1265			
104	104	1241/3	1241/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1266			
104	104	414	414	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1267			
104	104	1243/3	1243/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1268			
104	104	1244/3	1244/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1269			
104	104	415	415	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1270			
104	104	1246/3	1246/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1271			
104	104	1247/3	1247/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1272			
105	105	416	416	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1273			
105	105	1249/3	1249/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1274			
105	105	1250/3	1250/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1275			
105	105	417	417	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1276			
105	105	1252/3	1252/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1277			
105	105	1253/3	1253/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1278			
105	105	418	418	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1279			
105	105	1255/3	1255/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1280			
105	105	1256/3	1256/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1281			
105	105	419	419	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1282			
105	105	1258/3	1258/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1283			
105	105	1259/3	1259/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1284			
105	105	416	416	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1285			
106	106	420	420	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1286			
106	106	421	421	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1287			
106	106	422	422	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1288			
106	106	423	423	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1289			
106	106	420	420	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1290			
106	106	1261/3	1261/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1291			
106	106	1262/3	1262/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1292			
106	106	421	421	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1293			
106	106	1264/3	1264/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1294			
106	106	1265/3	1265/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1295			
106	106	422	422	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1296			
106	106	1267/3	1267/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1297			
106	106	1268/3	1268/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1298			
106	106	423	423	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1299			
106	106	1270/3	1270/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1300			
106	106	1271/3	1271/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1301			
107	107	424	424	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	2/3	1302			
107	107	424	424	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1303			
107	107	1273/3	1273/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1304			
107	107	1274/3	1274/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1305			
107	107	425	425	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1306			
107	107	1276/3	1276/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1307			
107	107	1277/3	1277/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1308			
107	107	426	426	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1309			
107	107	1279/3	1279/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1310			
107	107	1280/3	1280/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1311			
107	107	427	427	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1312			
107	107	1282/3	1282/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1313			
107	107	1283/3	1283/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1314			
107	107	424	424	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1315			
108	108	428	428	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1316			
108	108	429	429	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1317			
108	108	430	430	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1318			
108	108	431	431	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1319			
108	108	428	428	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1320			
108	108	1285/3	1285/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1321			
108	108	1286/3	1286/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1322			
108	108	429	429	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1323			
108	108	1288/3	1288/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1324			
108	108	1289/3	1289/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1325			
108	108	430	430	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1326			
108	108	1291/3	1291/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1327			
108	108	1292/3	1292/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1328			
108	108	431	431	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1329			
108	108	1294/3	1294/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1330			
108	108	1295/3	1295/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1331			
109	109	432	432	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1332			
109	109	1297/3	1297/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1333			
109	109	1298/3	1298/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1334			
109	109	433	433	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1335			
109	109	1300/3	1300/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1336			
109	109	1301/3	1301/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1337			
109	109	434	434	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1338			
109	109	435	435	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1339		ornamentTrill	
109	109	432	432	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1340			
109	109	1297/3	1297/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1341			
109	109	1298/3	1298/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1342			
109	109	433	433	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1343			
109	109	1300/3	1300/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1344			
109	109	1301/3	1301/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1345			
109	109	434	434	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1346			
109	109	1303/3	1303/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1347			
109	109	1304/3	1304/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1348			
109	109	435	435	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1349			
109	109	1306/3	1306/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1350			
109	109	1307/3	1307/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1351			
110	110	436	436	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1352			
110	110	1309/3	1309/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1353			
110	110	1310/3	1310/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1354			
110	110	437	437	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1355			
110	110	1312/3	1312/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1356			
110	110	1313/3	1313/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1357			
110	110	438	438	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1358			
110	110	1315/3	1315/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1359			
110	110	1316/3	1316/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1360			
110	110	439	439	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1361			
110	110	1318/3	1318/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1362			
110	110	1319/3	1319/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1363			
110	110	436	436	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1364			
111	111	440	440	4.0	0	0	Chord	2/2	1	1	1		1	1	1365			
111	111	1321/3	1321/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1366			
111	111	1322/3	1322/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1367			
111	111	441	441	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1368			
111	111	1324/3	1324/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1369			
111	111	1325/3	1325/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1370			
111	111	442	442	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1371			
111	111	1327/3	1327/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1372			
111	111	1328/3	1328/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1373			
111	111	443	443	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1374			
111	111	1330/3	1330/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1375			
111	111	1331/3	1331/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1376			
112	112	444	444	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1377		articStaccatoAbove	
112	112	445	445	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1378		articStaccatoAbove	
