mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
132	128	799/2	799/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	1787										21
132	128	1601/4	1601/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	1788										21
132	128	795/2	795/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	1789										
132	128	1591/4	1591/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	1790										
132	128	398	398	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1791										
132	128	1593/4	1593/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	1792										
132	128	797/2	797/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	1793										
132	128	1595/4	1595/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1794										
132	128	399	399	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	1795										
132	128	1597/4	1597/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	1796										
132	128	799/2	799/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	1797										
132	128	1599/4	1599/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	1798										
132	128	400	400	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	1799										
132	128	1601/4	1601/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	1800										
133	129	401	401	0.0	1/8	1/8	Spanner	12/16	1	1	0														
133	129	401	401	0.0	1/8	1/8	Spanner	12/16	1	1	0													19	
133	129	401	401	0.125	1/8	1/8	Chord	12/16	1	1	1/32		1/32	1	1801				70					19	
133	129	3209/8	3209/8	0.125	5/32	5/32	Chord	12/16	1	1	1/32		1/32	1	1802									19	
133	129	1607/4	1607/4	0.125	5/16	5/16	Chord	12/16	1	1	1/32		1/32	1	1803				71					19	
133	129	3215/8	3215/8	0.125	11/32	11/32	Chord	12/16	1	1	1/32		1/32	1	1804									19	
133	129	805/2	805/2	0.125	1/2	1/2	Chord	12/16	1	1	1/32		1/32	1	1805				72					19	
133	129	3221/8	3221/8	0.125	17/32	17/32	Chord	12/16	1	1	1/32		1/32	1	1806									19	
133	129	1613/4	1613/4	0.125	11/16	11/16	Chord	12/16	1	1	1/32		1/32	1	1807				73					19	
133	129	3227/8	3227/8	0.125	23/32	23/32	Chord	12/16	1	1	1/32		1/32	1	1808									19	
133	129	801/2	801/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	1809										
133	129	1603/4	1603/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	1810										
133	129	401	401	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1811										
133	129	1605/4	1605/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	1812										
133	129	803/2	803/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	1813										
133	129	1607/4	1607/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1814										
133	129	402	402	0.25	3/8	3/8	Chord	12/16	2	1	1/16		1/16	1	1815										
133	129	1609/4	1609/4	0.25	7/16	7/16	Chord	12/16	2	1	1/16		1/16	1	1816										
133	129	805/2	805/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	1817										
133	129	1611/4	1611/4	0.25	9/16	9/16	Chord	12/16	2	1	1/16		1/16	1	1818										
133	129	403	403	0.25	5/8	5/8	Chord	12/16	2	1	1/16		1/16	1	1819										
133	129	1613/4	1613/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	1820										
134	130	807/2	807/2	0.0	0	0	Spanner	12/16	1	1	0														
134	130	404	404	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	1821				74						
134	130	1617/4	1617/4	0.75	3/16	3/16	Chord	12/16	1	1	3/16		1/8	3/2	1822										
134	130	405	405	0.5	3/8	3/8	Chord	12/16	1	1	1/8		1/8	1	1823										
134	130	1625/4	1625/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	1824										
134	130	809/2	809/2	0.25	1/4	1/4	Chord	12/16	1	2	1/16		1/16	1	1825				75						
134	130	1619/4	1619/4	0.125	5/16	5/16	Chord	12/16	1	2	1/32		1/32	1	1826				75						
134	130	3239/8	3239/8	0.125	11/32	11/32	Chord	12/16	1	2	1/32		1/32	1	1827										
134	130	405	405	0.5	3/8	3/8	Chord	12/16	1	2	1/8		1/8	1	1828										
134	130	807/2	807/2	0.25	0	0	Chord	12/16	2	1	1/16		1/16	1	1829										
134	130	1615/4	1615/4	0.25	1/16	1/16	Chord	12/16	2	1	1/16		1/16	1	1830										
134	130	404	404	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1831										
134	130	1617/4	1617/4	0.25	3/16	3/16	Chord	12/16	2	1	1/16		1/16	1	1832										
134	130	809/2	809/2	0.25	1/4	1/4	Chord	12/16	2	1	1/16		1/16	1	1833										
134	130	1619/4	1619/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1834										
134	130	405	405	0.5	3/8	3/8	Chord	12/16	2	1	1/8		1/8	1	1835										
134	130	1625/4	1625/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	1836										
135	131	407	407	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	1837										
135	131	1631/4	1631/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	1838										
135	131	817/2	817/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	1839										
135	131	1637/4	1637/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	1840										
135	131	407	407	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1841										
135	131	1631/4	1631/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1842										
135	131	817/2	817/2	0.0	1/2	1/2	Spanner	12/16	2	1	0											4	4		
135	131	817/2	817/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	1843							4	4		
135	131	1637/4	1637/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	1844							4	4		
136	132	819/2	819/2	0.0	0	0	Spanner	12/16	1	1	0														22
136	132	410	410	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	1845										22
136	132	1643/4	1643/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	1846										22
136	132	823/2	823/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	1847										22
136	132	1649/4	1649/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	1848										22
136	132	410	410	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1849							4	4		
136	132	1643/4	1643/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1850							4	4		
136	132	823/2	823/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	1851							4	4		
136	132	1649/4	1649/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	1852							4	4		
137	133	413	413	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	1853										22
137	133	1655/4	1655/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	1854										22
137	133	829/2	829/2	0.25	1/2	1/2	Chord	12/16	1	1	1/16		1/16	1	1855										22
137	133	1661/4	1661/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	1856										22
137	133	413	413	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1857							4	4		
137	133	1655/4	1655/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1858							4	4		
137	133	829/2	829/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	1859							4	4		
137	133	1661/4	1661/4	0.25	11/16	11/16	Chord	12/16	2	1	1/16		1/16	1	1860							4	4		
138	134	831/2	831/2	0.0	0	0	Spanner	12/16	1	1	0														
138	134	833/2	833/2	0.0	1/4	1/4	Spanner	12/16	1	1	0													20	
138	134	1673/4	1673/4	0.25	11/16	11/16	Chord	12/16	1	1	1/16		1/16	1	1861				76					20	
138	134	416	416	0.25	1/8	1/8	Chord	12/16	2	1	1/16		1/16	1	1862				77			4	4		
138	134	1665/4	1665/4	0.5	3/16	3/16	Chord	12/16	2	1	1/8		1/8	1	1863				77			4	4		
138	134	1667/4	1667/4	0.25	5/16	5/16	Chord	12/16	2	1	1/16		1/16	1	1864				77			4	4		
138	134	417	417	0.5	3/8	3/8	Chord	12/16	2	1	1/8		1/8	1	1865				77			4	4		
138	134	835/2	835/2	0.25	1/2	1/2	Chord	12/16	2	1	1/16		1/16	1	1866				77			4	4		
138	134	1671/4	1671/4	0.5	9/16	9/16	Chord	12/16	2	1	1/8		1/8	1	1867							4	4		
139	135	837/2	837/2	0.5	0	0	Chord	12/16	1	1	1/8		1/8	1	1868				76					20	
139	135	419	419	0.25	1/8	1/8	Chord	12/16	1	1	1/16		1/16	1	1869				76					20	
139	135	1677/4	1677/4	0.5	3/16	3/16	Chord	12/16	1	1	1/8		1/8	1	1870				76					20	
139	135	1679/4	1679/4	0.25	5/16	5/16	Chord	12/16	1	1	1/16		1/16	1	1871									20	
140	135	420	420	0.0	0	3/8	Spanner	6/8	1	1	0														
140	135	420	420	1.5	0	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1872				78						
140	135	420	420	0.0	0	3/8	Spanner	6/8	2	1	0														
141	136	843/2	843/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1873				78						
141	136	423	423	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1874				78						
142	137	849/2	849/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1875				78						
142	137	426	426	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1876				78						
143	138	855/2	855/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1877				78						
143	138	429	429	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1878				78						
143	138	430	430	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1879										
144	139	432	432	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1880				79						
144	139	861/2	861/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1881				80						
144	139	432	432	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1882				80						
144	139	865/2	865/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1883				80						
144	139	433	433	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1884				80						
145	140	867/2	867/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1885				79						
145	140	435	435	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1886				79						
145	140	867/2	867/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1887				80						
145	140	434	434	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1888				80						
145	140	869/2	869/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1889				80						
145	140	435	435	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1890				80						
145	140	871/2	871/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1891				80						
145	140	436	436	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1892				80						
146	141	873/2	873/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1893				79						
146	141	438	438	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1894				79						
146	141	873/2	873/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1895				80						
146	141	437	437	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1896				80						
146	141	875/2	875/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1897				80						
146	141	438	438	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1898				80						
146	141	877/2	877/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1899				80						
146	141	439	439	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1900				80						
147	142	879/2	879/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1901				79						
147	142	441	441	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1902				79						
147	142	442	442	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1903				79						
147	142	879/2	879/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1904										
147	142	440	440	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1905										
147	142	881/2	881/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1906										
147	142	441	441	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1907										
147	142	883/2	883/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1908										
147	142	442	442	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1909										
148	143	885/2	885/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1910				79						
148	143	443	443	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1911				79						
148	143	887/2	887/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1912				79						
148	143	444	444	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1913				79						
148	143	445	445	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1914				79						
148	143	885/2	885/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1915										
148	143	443	443	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1916										
148	143	887/2	887/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1917										
148	143	444	444	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1918										
148	143	889/2	889/2	1.0	1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	1919										
148	143	444	444	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1920				81						
149	144	891/2	891/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1921				79						
149	144	446	446	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1922				79						
149	144	893/2	893/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1923				79						
149	144	447	447	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1924				79						
149	144	895/2	895/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1925				79						
149	144	448	448	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1926				79						
149	144	891/2	891/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1927										
149	144	447	447	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1928										
149	144	448	448	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1929										
149	144	891/2	891/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1930				81						
149	144	447	447	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1931				81						
150	145	897/2	897/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1932				79						
150	145	449	449	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1933				79						
150	145	899/2	899/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1934				79						
150	145	450	450	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1935				79						
150	145	897/2	897/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1936										
150	145	450	450	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1937										
150	145	901/2	901/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1938										
150	145	451	451	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1939										
150	145	897/2	897/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1940				81						
150	145	450	450	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1941				81						
151	146	903/2	903/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1942				79						
151	146	452	452	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1943				79						
151	146	905/2	905/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1944				79						
151	146	453	453	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1945				79						
151	146	454	454	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1946				79						
151	146	903/2	903/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1947										
151	146	453	453	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1948										
151	146	907/2	907/2	1.0	1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	1949										
151	146	903/2	903/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1950				81						
151	146	453	453	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1951				81						
151	146	907/2	907/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1952				81						
151	146	454	454	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1953				81						
152	147	909/2	909/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1954				79						
152	147	455	455	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1955				79						
152	147	911/2	911/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1956										
152	147	456	456	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1957				82						
152	147	909/2	909/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1958										
152	147	911/2	911/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1959										
152	147	913/2	913/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1960										
152	147	457	457	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1961										
152	147	909/2	909/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1962				81						
152	147	455	455	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1963				81						
152	147	911/2	911/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1964										
152	147	456	456	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1965										
152	147	913/2	913/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1966										
152	147	457	457	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1967										
153	148	915/2	915/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1968				82						
153	148	459	459	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1969				82						
153	148	915/2	915/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1970										
153	148	459	459	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1971										
153	148	915/2	915/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1972										
153	148	458	458	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1973										
153	148	917/2	917/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1974										
153	148	459	459	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1975										
153	148	919/2	919/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1976										
153	148	460	460	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1977										
154	149	921/2	921/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1978				82						
154	149	923/2	923/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1979				82						
154	149	462	462	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1980				82						
154	149	921/2	921/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1981										
154	149	923/2	923/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1982										
154	149	462	462	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1983										
154	149	921/2	921/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1984										
154	149	461	461	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1985										
154	149	923/2	923/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1986										
154	149	462	462	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1987										
154	149	925/2	925/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1988										
154	149	463	463	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1989										
155	150	927/2	927/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1990				82						
155	150	929/2	929/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1991				82						
155	150	465	465	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1992				82						
155	150	466	466	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1993				82						
155	150	927/2	927/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1994										
155	150	929/2	929/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1995										
155	150	465	465	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1996										
155	150	466	466	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1997										
155	150	927/2	927/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1998										
155	150	464	464	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1999										
155	150	929/2	929/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2000										
155	150	465	465	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2001										
155	150	931/2	931/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2002										
155	150	466	466	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2003				83						
156	151	933/2	933/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2004										
156	151	469	469	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2005										
156	151	933/2	933/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	2006										
156	151	933/2	933/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2007				83						
156	151	467	467	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2008				83						
156	151	935/2	935/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2009				83						
156	151	468	468	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2010				83						
156	151	937/2	937/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2011				83						
156	151	469	469	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2012				83						
157	152	939/2	939/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2013				84						
157	152	471	471	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2014				84						
157	152	939/2	939/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	2015				85						
157	152	470	470	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2016				85						
157	152	941/2	941/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2017				85						
157	152	471	471	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2018				85						
157	152	943/2	943/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2019				85						
157	152	472	472	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2020				85						
157	152	939/2	939/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2021				83						
157	152	1879/4	1879/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2022				83						
157	152	470	470	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2023										
158	153	945/2	945/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2024				84						
158	153	474	474	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2025				84						
158	153	945/2	945/2	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	2026				85						
158	153	1891/4	1891/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2027				85						
158	153	473	473	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2028										
158	153	945/2	945/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2029										
158	153	473	473	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2030										
158	153	947/2	947/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2031										
158	153	474	474	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2032										
158	153	949/2	949/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2033										
158	153	475	475	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2034										
159	154	951/2	951/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2035				84						
159	154	477	477	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2036				84						
159	154	951/2	951/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	2037				86						
159	154	476	476	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2038				86						
159	154	953/2	953/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2039				86						
159	154	477	477	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2040				86						
159	154	955/2	955/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2041				86						
159	154	478	478	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2042				86						
159	154	951/2	951/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2043										
159	154	1903/4	1903/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2044										
159	154	476	476	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2045										
159	154	477	477	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2046				87						
159	154	955/2	955/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2047				87						
159	154	478	478	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2048				87						
160	155	957/2	957/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2049				84						
160	155	480	480	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2050				84						
160	155	957/2	957/2	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	2051				86						
160	155	1915/4	1915/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2052				86						
160	155	479	479	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2053										
160	155	957/2	957/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2054				87						
160	155	479	479	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2055				87						
160	155	959/2	959/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2056										
160	155	480	480	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2057										
160	155	961/2	961/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2058										
