mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
73	73	435/2	435/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1340													
73	73	1741/8	1741/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1341													
73	73	871/4	871/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1342													
73	73	1743/8	1743/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1343													
73	73	218	218	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1344													
73	73	1745/8	1745/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1345													
73	73	873/4	873/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1346													
73	73	1747/8	1747/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1347													
73	73	437/2	437/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1348													
73	73	1749/8	1749/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1349													
73	73	875/4	875/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1350													
73	73	1751/8	1751/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1351													
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1352													
73	73	217	217	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1353													
73	73	218	218	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1354													
74	74	219	219	0.0	0	0	Spanner	3/4	1	1	0																	17
74	74	219	219	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1355													17
74	74	1753/8	1753/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1356													17
74	74	877/4	877/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1357													17
74	74	1755/8	1755/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1358													17
74	74	439/2	439/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1359													17
74	74	1757/8	1757/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1360													17
74	74	879/4	879/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1361													17
74	74	1759/8	1759/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1362													17
74	74	220	220	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1363													17
74	74	1761/8	1761/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1364													17
74	74	881/4	881/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1365													17
74	74	1763/8	1763/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1366													17
74	74	441/2	441/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1367													17
74	74	1765/8	1765/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1368													17
74	74	883/4	883/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1369													17
74	74	1767/8	1767/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1370													17
74	74	221	221	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1371													17
74	74	1769/8	1769/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1372													17
74	74	885/4	885/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1373													17
74	74	1771/8	1771/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1374													17
74	74	443/2	443/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1375													17
74	74	1773/8	1773/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1376													17
74	74	887/4	887/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1377													17
74	74	1775/8	1775/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1378													17
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1379													
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1380													
74	74	220	220	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1381													
74	74	441/2	441/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1382													
74	74	221	221	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1383													
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1384													
75	75	222	222	0.0	0	0	Spanner	3/4	1	1	0															2		17
75	75	222	222	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1385											2		17
75	75	1777/8	1777/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1386											2		17
75	75	889/4	889/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1387											2		17
75	75	1779/8	1779/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1388											2		17
75	75	445/2	445/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1389											2		17
75	75	1781/8	1781/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1390											2		17
75	75	891/4	891/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1391											2		17
75	75	1783/8	1783/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1392											2		17
75	75	223	223	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1393											2		17
75	75	1785/8	1785/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1394											2		17
75	75	893/4	893/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1395											2		17
75	75	1787/8	1787/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1396											2		17
75	75	447/2	447/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1397											2		17
75	75	1789/8	1789/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1398											2		17
75	75	895/4	895/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1399											2		17
75	75	1791/8	1791/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1400											2		17
75	75	224	224	0.0	1/2	1/2	Spanner	3/4	1	1	0																	17
75	75	224	224	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1401													17
75	75	1793/8	1793/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1402													17
75	75	897/4	897/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1403													17
75	75	1795/8	1795/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1404													17
75	75	449/2	449/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1405													17
75	75	1797/8	1797/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1406													17
75	75	899/4	899/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1407													17
75	75	1799/8	1799/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1408													17
75	75	222	222	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1409													
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1410													
75	75	223	223	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1411													
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1412													
75	75	224	224	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1413													
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1414													
76	76	225	225	0.0	0	0	Spanner	3/4	1	1	0																	
76	76	225	225	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1415									85				
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1416									85				
76	76	226	226	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1417									85				
76	76	907/4	907/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1418									85				
76	76	227	227	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1419									85				
76	76	911/4	911/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1420													
76	76	901/4	901/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1421									86				
76	76	451/2	451/2	0.75	1/8	1/8	Chord	3/4	2	1	3/16		1/8	3/2	1422									86				
76	76	905/4	905/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1423									86				
76	76	453/2	453/2	0.75	3/8	3/8	Chord	3/4	2	1	3/16		1/8	3/2	1424									86				
76	76	909/4	909/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1425									86				
76	76	455/2	455/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1426									86				
77	77	228	228	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1427									87				
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1428									87				
77	77	229	229	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1429									87				
77	77	919/4	919/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1430									87				
77	77	230	230	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1431									87				
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1432													
77	77	228	228	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1433									86				
77	77	913/4	913/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1434									86				
77	77	457/2	457/2	0.75	1/8	1/8	Chord	3/4	2	1	3/16		1/8	3/2	1435									86				
77	77	917/4	917/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1436									86				
77	77	459/2	459/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1437													
77	77	230	230	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1438													
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1439													
78	78	231	231	0.0	0	0	Spanner	3/4	1	1	0																	18
78	78	231	231	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1440									88				18
78	78	465/2	465/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1441													18
78	78	233	233	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1442									89				18
78	78	933/4	933/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1443													18
78	78	467/2	467/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1444			articStaccatoAbove						90				18
78	78	935/4	935/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1445			articStaccatoAbove										18
78	78	231	231	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	1446									91				
78	78	465/2	465/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1447													
78	78	233	233	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1448									92				
78	78	933/4	933/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1449													
78	78	467/2	467/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1450			articStaccatoBelow						93				
78	78	935/4	935/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1451			articStaccatoBelow										
79	79	234	234	0.0	0	0	Spanner	3/4	1	1	0																	
79	79	234	234	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1452									94				
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1453									94				
79	79	235	235	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1454									94				
79	79	943/4	943/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1455									94				
79	79	236	236	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1456									94				
79	79	947/4	947/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1457									94				
79	79	937/4	937/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1458									95				
79	79	469/2	469/2	0.75	1/8	1/8	Chord	3/4	2	1	3/16		1/8	3/2	1459									95				
79	79	941/4	941/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1460									95				
79	79	471/2	471/2	0.75	3/8	3/8	Chord	3/4	2	1	3/16		1/8	3/2	1461									95				
79	79	945/4	945/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1462									95				
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1463									95				
80	80	237	237	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1464									94				
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1465									94				
80	80	238	238	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1466									94				
80	80	955/4	955/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1467									94				
80	80	239	239	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1468									94				
80	80	957/4	957/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1469									94				
80	80	479/2	479/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1470									94				
80	80	959/4	959/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1471													
80	80	237	237	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1472									95				
80	80	949/4	949/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1473									95				
80	80	475/2	475/2	0.75	1/8	1/8	Chord	3/4	2	1	3/16		1/8	3/2	1474									95				
80	80	953/4	953/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1475									95				
80	80	477/2	477/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1476									95				
80	80	239	239	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1477									95				
80	80	957/4	957/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1478									95				
80	80	479/2	479/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1479									95				
80	80	959/4	959/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1480													
81	81	240	240	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1481									96				
81	81	961/4	961/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1482									96				
81	81	481/2	481/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1483									96				
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1484									96				
81	81	241	241	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1485									96				
81	81	965/4	965/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1486									96				
81	81	483/2	483/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1487									96				
81	81	967/4	967/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1488									96				
81	81	242	242	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1489									96				
81	81	969/4	969/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1490									96				
81	81	485/2	485/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1491									96				
81	81	971/4	971/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1492													
81	81	240	240	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1493									97				
81	81	961/4	961/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1494									97				
81	81	481/2	481/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1495									97				
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1496									97				
81	81	241	241	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1497									97				
81	81	965/4	965/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1498									97				
81	81	483/2	483/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1499									97				
81	81	967/4	967/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1500									97				
81	81	242	242	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1501									97				
81	81	969/4	969/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1502									97				
81	81	485/2	485/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1503									97				
81	81	971/4	971/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1504													
82	82	245	245	0.0	1/2	1/2	Spanner	3/4	1	1	0																	19
82	82	245	245	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1505									98				19
82	82	981/4	981/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1506													19
82	82	491/2	491/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1507									99				19
82	82	983/4	983/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1508													19
82	82	243	243	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	1509									100				19
82	82	973/4	973/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	1510									100				19
82	82	487/2	487/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	1511									100				19
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1512									100				19
82	82	244	244	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	1513									100				19
82	82	977/4	977/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	1514									100				19
82	82	489/2	489/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	1515									100				19
82	82	979/4	979/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	1516													19
82	82	245	245	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1517													19
82	82	491/2	491/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1518													19
82	82	245	245	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1519													
82	82	981/4	981/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1520													
82	82	491/2	491/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1521													
82	82	983/4	983/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1522													
82	82	243	243	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	1523									101				
82	82	973/4	973/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16		1/16	1	1524									101				
82	82	487/2	487/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	1525									101				
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1526									101				
82	82	244	244	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	1527									101				
82	82	977/4	977/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16		1/16	1	1528									101				
82	82	489/2	489/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	1529									101				
82	82	979/4	979/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	1530													
82	82	245	245	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	1531									102				
82	82	981/4	981/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16		1/16	1	1532													
82	82	491/2	491/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	1533									103				
82	82	983/4	983/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	1534													
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1535													19
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1536													19
83	83	248	248	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1537									104				19
83	83	993/4	993/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1538													19
83	83	497/2	497/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1539									105				19
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1540													19
83	83	246	246	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1541													19
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1542													19
83	83	248	248	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	1543													19
83	83	993/4	993/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	1544													19
83	83	497/2	497/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	1545													19
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	1546													19
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1547													
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1548													
83	83	248	248	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1549													
83	83	993/4	993/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1550													
83	83	497/2	497/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1551													
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1552													
83	83	246	246	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1553													
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1554													
83	83	248	248	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	1555									106				
83	83	993/4	993/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16		1/16	1	1556													
83	83	497/2	497/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	1557									107				
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	1558													
84	84	249	249	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1559													19
84	84	250	250	0.0	1/4	1/4	Spanner	3/4	1	1	0																	20
84	84	250	250	0.0	1/4	1/4	Spanner	3/4	1	1	0																	20
84	84	250	250	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/32	1	1560													20
84	84	250	250	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/32	1	1561													20
84	84	250	250	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1562													20
84	84	503/2	503/2	0.0	5/8	5/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1563													20
84	84	503/2	503/2	0.0	5/8	5/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1564													20
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1565													20
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1566													
84	84	250	250	0.0	1/4	1/4	Spanner	3/4	2	1	0														8			
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1567										8			
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	2	1	0														9			
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1568										9			
85	85	505/2	505/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1569													20
85	85	505/2	505/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1570													20
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1571													20
85	85	507/2	507/2	0.0	3/8	3/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1572													20
85	85	507/2	507/2	0.0	3/8	3/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1573													20
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1574													20
85	85	509/2	509/2	0.0	5/8	5/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1575													20
85	85	509/2	509/2	0.0	5/8	5/8	Chord	3/4	1	1	0	acciaccatura	1/32	1	1576													20
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1577													20
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																	
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0														10			
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1578										10			
85	85	253	253	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
85	85	253	253	0.0	1/4	1/4	Spanner	3/4	2	1	0														11			
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1579										11			
85	85	254	254	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
85	85	254	254	0.0	1/2	1/2	Spanner	3/4	2	1	0														12			
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1580										12			
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1581													20
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1582			articStaccatoAbove										20
86	86	256	256	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1583			articStaccatoAbove										20
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1584			articStaccatoAbove										20
86	86	257	257	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf											20
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1585													20
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																	
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0														13			
86	86	255	255	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1586										13			
86	86	257	257	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
86	86	257	257	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1587													
86	86	1029/4	1029/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	1588													
86	86	2059/8	2059/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	1589													
86	86	515/2	515/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	1590													
86	86	2061/8	2061/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	1591													
86	86	1031/4	1031/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1592													
86	86	2063/8	2063/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1593													
87	87	258	258	0.0	0	0	Spanner	3/4	1	1	0																	
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1594													
87	87	517/2	517/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1595			articStaccatoAbove										
