mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
133	132	198	198	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1179				143				
133	132	793/4	793/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	1180			articStaccatoAbove					
133	132	789/4	789/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	1181			articStaccatoAbove					
133	132	198	198	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1182				144				
133	132	793/4	793/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	1183				144				
133	132	397/2	397/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	1184				144				
134	133	199	199	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	1185				145				
134	133	797/4	797/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	1186				145				
134	133	399/2	399/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1187				145				
134	133	799/4	799/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	1188			articStaccatoAbove					
134	133	795/4	795/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	1189			articStaccatoAbove					
134	133	399/2	399/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1190				146				
134	133	799/4	799/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	1191				146				
134	133	200	200	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	1192								
135	134	201	201	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1193	f			147				
135	134	805/4	805/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1194				147				
135	134	403/2	403/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1195				147				
135	134	801/4	801/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1196				148				
135	134	401/2	401/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1197				148				
135	134	803/4	803/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1198								
136	135	807/4	807/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1199			articStaccatoAbove					
136	135	405/2	405/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1200				149				
136	135	811/4	811/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1201				149				
136	135	203	203	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1202				149				
136	135	202	202	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1203				150				
136	135	809/4	809/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1204				150				
136	135	405/2	405/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1205								
137	136	813/4	813/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1206			articStaccatoAbove					
137	136	204	204	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1207				151				
137	136	817/4	817/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1208				151				
137	136	409/2	409/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1209				151				
137	136	407/2	407/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1210				152				
137	136	815/4	815/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1211				152				
137	136	204	204	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1212								
138	137	819/4	819/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1213			articStaccatoAbove					
138	137	411/2	411/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1214				153				
138	137	823/4	823/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1215				153				
138	137	206	206	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1216				153				
138	137	205	205	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1217				154				
138	137	821/4	821/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1218				154				
138	137	411/2	411/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1219								
139	138	825/4	825/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1220			articStaccatoAbove					
139	138	207	207	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1221	f			155				
139	138	829/4	829/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1222				155				
139	138	415/2	415/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1223				155				
139	138	413/2	413/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1224				156				
139	138	827/4	827/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1225				156				
139	138	207	207	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1226								
140	139	831/4	831/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1227			articStaccatoAbove					
140	139	417/2	417/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1228				157				
140	139	835/4	835/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1229				157				
140	139	209	209	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1230				157				
140	139	208	208	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1231				158				
140	139	833/4	833/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1232				158				
140	139	417/2	417/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1233								
141	140	837/4	837/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1234			articStaccatoAbove					
141	140	210	210	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1235				159				
141	140	841/4	841/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1236				159				
141	140	421/2	421/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1237				159				
141	140	419/2	419/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1238				160				
141	140	839/4	839/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1239				160				
141	140	210	210	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1240								
142	141	843/4	843/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1241			articStaccatoAbove					
142	141	423/2	423/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1242				161				
142	141	847/4	847/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1243				161				
142	141	212	212	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1244				161				
142	141	211	211	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1245				162				
142	141	845/4	845/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1246				162				
142	141	423/2	423/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1247								
143	142	849/4	849/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1248	<		articStaccatoAbove					
143	142	213	213	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1249				163				
143	142	853/4	853/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1250				163				
143	142	427/2	427/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1251				163				
143	142	425/2	425/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1252				164				
143	142	851/4	851/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1253				164				
143	142	213	213	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1254								
144	143	855/4	855/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1255			articStaccatoAbove					
144	143	429/2	429/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1256				165				
144	143	859/4	859/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1257				165				
144	143	215	215	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1258				165				
144	143	214	214	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1259				166				
144	143	857/4	857/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1260				166				
144	143	429/2	429/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1261								
145	144	861/4	861/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1262			articStaccatoAbove					
145	144	216	216	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1263				167				
145	144	865/4	865/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1264				167				
145	144	433/2	433/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1265				167				
145	144	431/2	431/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1266				168				
145	144	863/4	863/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1267				168				
145	144	216	216	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1268								
146	145	867/4	867/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1269			articStaccatoAbove					
146	145	435/2	435/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1270				169				
146	145	871/4	871/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1271				169				
146	145	218	218	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1272				169				
146	145	217	217	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1273				170				
146	145	869/4	869/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1274				170				
146	145	435/2	435/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1275								
147	146	873/4	873/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1276			articStaccatoAbove					
147	146	219	219	0.0	3/16	3/16	Dynamic	3/8	1	1	0					f						
147	146	219	219	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1277				171				
147	146	877/4	877/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1278				171				
147	146	439/2	439/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1279				171				
147	146	437/2	437/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1280				172				
147	146	875/4	875/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1281				172				
147	146	219	219	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1282								
148	147	879/4	879/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1283			articStaccatoAbove					
148	147	441/2	441/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1284				173				
148	147	883/4	883/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1285				173				
148	147	221	221	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1286				173				
148	147	220	220	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1287				174				
148	147	881/4	881/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1288				174				
148	147	441/2	441/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1289								
149	148	885/4	885/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1290			articStaccatoAbove					
149	148	222	222	0.0	3/16	3/16	Dynamic	3/8	1	1	0					ff						
149	148	222	222	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1291	ff			175				
149	148	889/4	889/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1292				175				
149	148	445/2	445/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1293				175				
149	148	443/2	443/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1294				176				
149	148	887/4	887/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1295				176				
149	148	222	222	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1296								
150	149	891/4	891/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1297			articStaccatoAbove					
150	149	447/2	447/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1298				177				
150	149	895/4	895/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1299				177				
150	149	224	224	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1300				177				
150	149	223	223	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1301				178				
150	149	893/4	893/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1302				178				
150	149	447/2	447/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1303								
151	150	897/4	897/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1304			articStaccatoAbove					
151	150	225	225	0.0	3/16	3/16	Dynamic	3/8	1	1	0					p						
151	150	225	225	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1305	p			179				
151	150	901/4	901/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1306				179				
151	150	451/2	451/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1307				179				
151	150	449/2	449/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1308				180				
151	150	899/4	899/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1309								
152	151	903/4	903/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1310	p		articStaccatoBelow					
152	151	453/2	453/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1311				181				
152	151	907/4	907/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1312				181				
152	151	227	227	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1313				181				
152	151	903/4	903/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1314								
152	151	226	226	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1315								
152	151	905/4	905/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1316								
152	151	453/2	453/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1317								
152	151	907/4	907/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1318								
152	151	903/4	903/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1319								
152	151	226	226	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1320								
153	152	909/4	909/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1321			articStaccatoBelow					
153	152	228	228	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1322				182				
153	152	913/4	913/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1323				182				
153	152	457/2	457/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1324				182				
153	152	909/4	909/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1325								
153	152	455/2	455/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1326								
153	152	911/4	911/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1327								
153	152	228	228	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1328								
153	152	913/4	913/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1329								
153	152	909/4	909/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1330								
153	152	455/2	455/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1331								
154	153	915/4	915/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1332			articStaccatoAbove					
154	153	459/2	459/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1333				183				
154	153	919/4	919/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1334				183				
154	153	230	230	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1335				183				
154	153	915/4	915/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1336								
154	153	229	229	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1337								
154	153	917/4	917/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1338								
154	153	459/2	459/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1339								
154	153	919/4	919/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1340								
154	153	915/4	915/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1341								
154	153	229	229	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1342								
155	154	921/4	921/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1343			articStaccatoAbove					
155	154	231	231	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1344				184				
155	154	925/4	925/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1345				184				
155	154	463/2	463/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1346				184				
155	154	921/4	921/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1347								
155	154	461/2	461/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1348								
155	154	923/4	923/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1349								
155	154	231	231	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1350								
155	154	925/4	925/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1351								
155	154	921/4	921/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1352								
155	154	461/2	461/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1353								
156	155	927/4	927/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1354			articStaccatoAbove					
156	155	465/2	465/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1355				185				
156	155	931/4	931/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1356				185				
156	155	233	233	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1357				185				
156	155	927/4	927/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1358								
156	155	232	232	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1359								
156	155	929/4	929/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1360								
156	155	465/2	465/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1361								
156	155	931/4	931/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1362								
156	155	927/4	927/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1363								
156	155	232	232	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1364								
157	156	933/4	933/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1365			articStaccatoAbove					
157	156	234	234	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1366				186				
157	156	937/4	937/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1367				186				
157	156	469/2	469/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1368				186				
157	156	933/4	933/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1369								
157	156	467/2	467/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1370								
157	156	935/4	935/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1371								
157	156	234	234	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1372								
157	156	937/4	937/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1373								
157	156	933/4	933/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1374								
157	156	467/2	467/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1375								
158	157	939/4	939/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1376			articStaccatoAbove					
158	157	471/2	471/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1377				187				
158	157	943/4	943/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1378				187				
158	157	236	236	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1379				187				
158	157	939/4	939/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1380								
158	157	235	235	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1381								
158	157	941/4	941/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1382								
158	157	471/2	471/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1383								
158	157	943/4	943/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1384								
158	157	939/4	939/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1385								
158	157	235	235	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1386								
159	158	945/4	945/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1387			articStaccatoAbove					
159	158	237	237	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1388				188				
159	158	949/4	949/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1389				188				
159	158	475/2	475/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1390								
159	158	945/4	945/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1391								
159	158	473/2	473/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1392								
159	158	947/4	947/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1393								
159	158	237	237	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1394								
159	158	949/4	949/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1395								
159	158	945/4	945/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1396								
159	158	473/2	473/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1397								
160	159	951/4	951/4	0.0	0	0	Spanner	3/8	1	1	0										10	
160	159	953/4	953/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
160	159	477/2	477/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1398				189				
160	159	955/4	955/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1399				189				
160	159	239	239	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1400								
160	159	951/4	951/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1401								
160	159	238	238	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1402								
160	159	953/4	953/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1403								
160	159	477/2	477/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1404								
160	159	955/4	955/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1405								
160	159	951/4	951/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1406								
160	159	238	238	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1407								
161	160	240	240	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1408				190				
161	160	961/4	961/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1409				190				
161	160	481/2	481/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1410								
161	160	957/4	957/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1411								
161	160	479/2	479/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1412								
161	160	959/4	959/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1413								
161	160	240	240	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1414								
161	160	961/4	961/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1415								
161	160	957/4	957/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1416								
161	160	479/2	479/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1417								
162	161	483/2	483/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1418				191				
162	161	967/4	967/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1419				191				
162	161	242	242	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1420								
162	161	963/4	963/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1421								
162	161	241	241	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1422								
162	161	965/4	965/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1423								
162	161	483/2	483/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1424								
162	161	967/4	967/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1425								
162	161	963/4	963/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1426								
162	161	241	241	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1427								
163	162	243	243	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1428				192				
163	162	973/4	973/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1429				192				
163	162	487/2	487/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1430								
163	162	969/4	969/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1431								
163	162	485/2	485/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1432								
163	162	971/4	971/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1433								
163	162	243	243	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1434								
163	162	973/4	973/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1435								
163	162	969/4	969/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1436								
163	162	485/2	485/2	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1437								
164	163	489/2	489/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1438				193				
164	163	979/4	979/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1439				193				
164	163	245	245	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	1440								
164	163	975/4	975/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1441								
164	163	244	244	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1442								
164	163	977/4	977/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	1443								
164	163	489/2	489/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	1444								
164	163	979/4	979/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	1445								
164	163	975/4	975/4	0.25	0	0	Chord	3/8	2	2	1/16	1/16	1	1446								
164	163	244	244	0.75	1/16	1/16	Chord	3/8	2	2	3/16	1/8	3/2	1447								
165	164	246	246	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	1448				194				
165	164	985/4	985/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	1449				194				
