mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Trill:trill
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	861											
85	85	252	252	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	862											
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	863											
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	864											
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	865											
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	866											
85	85	254	254	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	867											
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	868											
85	85	252	252	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	869											
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	870											
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	871											
86	86	255	255	0.0	0	0	Spanner	3/4	1	1	0													5		
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	872									5		
86	86	511/2	511/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	873							81				
86	86	256	256	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	874							81				
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	875							81				
86	86	257	257	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	876							81				
86	86	515/2	515/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	877											
86	86	255	255	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	878	<										
86	86	255	255	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	879			articStaccatoAbove								
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	880							82				
86	86	256	256	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	881							82				
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	882							82				
86	86	257	257	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	883							82				
86	86	515/2	515/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	884											
87	87	258	258	0.0	0	0	Dynamic	3/4	1	1	0						f									
87	87	258	258	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	885	f						83				
87	87	258	258	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	886							84				
88	88	261	261	0.0	0	0	Spanner	3/4	1	1	0											83	4			
88	88	261	261	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	887							83	4			
88	88	263	263	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	888							83	4			
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	889								4			
88	88	261	261	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	890	>							4			
88	88	261	261	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	891							84				
88	88	263	263	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	892							84				
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	893											
88	88	261	261	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	894											
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0															
89	89	264	264	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	895							85				
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	896											
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	897											
89	89	264	264	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	898	p										
89	89	264	264	0.0	0	0	Dynamic	3/4	2	1	0						p									
89	89	264	264	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	899											
90	90	267	267	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	900							86				
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	901											
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	902											
90	90	267	267	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	903											
90	90	267	267	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	904											
91	91	270	270	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	905			articStaccatoBelow				87				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	906			articStaccatoBelow				87				
91	91	272	272	0.0	1/2	1/2	Spanner	3/4	1	1	0													6		
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	907			articStaccatoBelow						6		
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	908			articStaccatoBelow				88				
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	909			articStaccatoBelow				88				
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	910			articStaccatoBelow								
92	92	273	273	0.0	0	0	Spanner	3/4	1	1	0															
92	92	273	273	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	911											
92	92	273	273	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	912											
93	93	276	276	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	913			articStaccatoBelow				89				
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	914			articStaccatoBelow				89				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	915			articStaccatoBelow								
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	916			articStaccatoBelow				90				
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	917			articStaccatoBelow				90				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	918			articStaccatoBelow								
94	94	279	279	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	919											
94	94	279	279	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	920											
95	95	282	282	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	921			articStaccatoBelow								
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	922			articStaccatoBelow								
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	923			articStaccatoBelow								
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	924			articStaccatoBelow								
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	925			articStaccatoBelow								
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	926			articStaccatoBelow								
96	96	285	285	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	927											
96	96	286	286	0.0	1/4	1/4	Dynamic	3/4	1	1	0						f									
96	96	286	286	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	928	f						91				
96	96	1147/4	1147/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	929											
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	930											
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931											
97	97	289	289	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	932							92				
97	97	1159/4	1159/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	933											
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	934											
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	935											
98	98	292	292	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	936							93				
98	98	1171/4	1171/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	937											
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	938											
98	98	291	291	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	939											
99	99	296	296	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf									
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	940											
99	99	294	294	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	941							94				
99	99	1179/4	1179/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	942											
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	943											
100	100	297	297	0.0	0	0	Dynamic	3/4	2	1	0						fp									
100	100	297	297	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	944											
100	100	595/2	595/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	945											
100	100	298	298	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	946											
100	100	597/2	597/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	947											
100	100	299	299	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	948											
100	100	599/2	599/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	949											
101	101	300	300	0.0	0	0	Dynamic	3/4	1	1	0						p									
101	101	300	300	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	950											
101	101	300	300	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	951	p						95				
101	101	1203/4	1203/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	952											
101	101	301	301	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	953											
101	101	300	300	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	954											
101	101	300	300	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	955											
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	956											
101	101	301	301	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	957											
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	958											
101	101	302	302	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	959											
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	960											
102	102	303	303	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	961											
102	102	303	303	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	962							96				
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	963											
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	964											
102	102	303	303	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	965											
102	102	303	303	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	966											
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	967											
102	102	304	304	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	968											
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	969											
102	102	305	305	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	970											
102	102	611/2	611/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	971											
103	103	306	306	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	972							97				
103	103	1225/4	1225/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	973											
103	103	307	307	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	974							98				
103	103	1229/4	1229/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	975											
103	103	308	308	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	976							99				
103	103	1233/4	1233/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	977											
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	978											
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	979											
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	980											
103	103	306	306	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	981											
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	982											
103	103	307	307	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	983											
103	103	615/2	615/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	984											
103	103	308	308	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	985											
103	103	617/2	617/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	986											
104	104	309	309	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	987							100				
104	104	1237/4	1237/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	988											
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	989											
104	104	309	309	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	990											
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	991											
104	104	310	310	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	992											
104	104	621/2	621/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	993											
104	104	311	311	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	994											
104	104	623/2	623/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	995											
105	105	312	312	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	996			ornamentTrill								
105	105	313	313	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	997											
105	105	313	313	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	998											
105	105	313	313	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	999											
105	105	312	312	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1000											
105	105	312	312	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1001											
105	105	625/2	625/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1002											
105	105	313	313	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1003											
105	105	627/2	627/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1004											
105	105	314	314	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1005											
105	105	629/2	629/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1006											
106	106	315	315	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1007			ornamentTrill								
106	106	316	316	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	1008											
106	106	316	316	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	1009											
106	106	316	316	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1010											
106	106	315	315	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1011											
106	106	315	315	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1012											
106	106	631/2	631/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1013											
106	106	316	316	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1014											
106	106	633/2	633/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1015											
106	106	317	317	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1016											
106	106	635/2	635/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1017											
107	107	318	318	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1018							101				
107	107	1273/4	1273/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1019											
107	107	319	319	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1020							102				
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1021											
107	107	320	320	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1022							103				
107	107	1281/4	1281/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1023											
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1024											
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1025											
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1026											
107	107	318	318	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1027											
107	107	637/2	637/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1028											
107	107	319	319	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1029											
107	107	639/2	639/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1030											
107	107	320	320	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1031											
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1032											
108	108	321	321	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1033											
108	108	643/2	643/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p									
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1034	p										
108	108	322	322	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1035											
108	108	645/2	645/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1036											
108	108	323	323	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1037											
108	108	647/2	647/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1038											
108	108	321	321	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1039											
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1040											
109	109	649/2	649/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1041											
109	109	325	325	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1042											
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1043											
109	109	326	326	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1044											
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1045											
109	109	324	324	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1046							104				
109	109	1297/4	1297/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1047											
109	109	325	325	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1048							105				
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1049											
109	109	326	326	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1050							106				
109	109	1305/4	1305/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1051											
110	110	327	327	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1052											
110	110	655/2	655/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1053											
110	110	328	328	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1054											
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1055											
110	110	329	329	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1056											
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1057											
110	110	327	327	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1058							107				
110	110	1309/4	1309/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1059											
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1060							108				
110	110	329	329	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1061											
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1062											
111	111	661/2	661/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1063											
111	111	331	331	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1064											
111	111	663/2	663/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1065											
111	111	332	332	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1066											
111	111	665/2	665/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1067											
111	111	330	330	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1068							109				
111	111	1321/4	1321/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1069											
111	111	331	331	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1070							110				
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1071											
111	111	332	332	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1072							111				
111	111	1329/4	1329/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1073											
112	112	333	333	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1074											
112	112	667/2	667/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1075											
112	112	334	334	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1076											
112	112	669/2	669/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1077											
112	112	335	335	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1078											
112	112	671/2	671/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1079											
112	112	333	333	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1080							112				
112	112	1333/4	1333/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1081											
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1082							113				
112	112	335	335	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1083											
113	113	336	336	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1084											
113	113	673/2	673/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1085											
113	113	337	337	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1086											
113	113	675/2	675/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1087											
113	113	338	338	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1088											
113	113	677/2	677/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1089											
113	113	336	336	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1090							114				
113	113	1345/4	1345/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1091											
113	113	337	337	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1092							115				
113	113	1349/4	1349/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1093											
113	113	338	338	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1094							116				
113	113	1353/4	1353/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1095											
114	114	339	339	0.0	0	0	Dynamic	3/4	1	1	0						f									
114	114	340	340	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1096	f										
114	114	1361/4	1361/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1097											
114	114	681/2	681/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1098											
114	114	1363/4	1363/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1099											
114	114	341	341	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1100											
114	114	1365/4	1365/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1101											
114	114	683/2	683/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1102											
114	114	1367/4	1367/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1103											
114	114	1357/4	1357/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1104											
114	114	679/2	679/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1105											
114	114	1359/4	1359/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1106											
114	114	339	339	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1107											
115	115	342	342	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1108											
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1109			ornamentTrill								
115	115	685/2	685/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1110			articStaccatoBelow								
115	115	343	343	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1111			articStaccatoBelow								
115	115	687/2	687/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1112			articStaccatoBelow								
115	115	344	344	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1113			articStaccatoBelow								
115	115	689/2	689/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1114			articStaccatoBelow								
116	116	345	345	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1115											
116	116	691/2	691/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1116	p										
116	116	346	346	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1117											
116	116	693/2	693/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1118											
116	116	347	347	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1119											
116	116	695/2	695/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1120											
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1121											
116	116	346	346	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p									
117	117	348	348	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1122	p										
117	117	697/2	697/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1123											
117	117	349	349	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1124											
117	117	699/2	699/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1125											
117	117	350	350	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1126											
117	117	701/2	701/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1127											
117	117	348	348	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1128							117				
117	117	1393/4	1393/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1129											
117	117	349	349	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1130							118				
117	117	1397/4	1397/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1131											
117	117	350	350	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1132							119				
117	117	1401/4	1401/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1133											
118	118	351	351	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1134											
118	118	703/2	703/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1135											
118	118	352	352	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1136											
118	118	705/2	705/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1137											
118	118	353	353	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1138											
