mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Trill:trill
26	23	201/4	54	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	257				31						
26	23	203/4	109/2	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	258				31						
26	23	51	219/4	0.5		3/16	3/16	Chord	9/16	1	1	1/8		1/8	1	259				31						
26	23	103/2	221/4	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	260				31						
26	23	207/4	111/2	0.25		3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	261				31						
26	23	52	223/4	0.25		7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	262				31						
26	23	209/4	56	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	263										
26	23	201/4	54	0.75		0	0	Chord	9/16	1	2	3/16		1/8	3/2	264										
26	23	51	219/4	0.75		3/16	3/16	Chord	9/16	1	2	3/16		1/8	3/2	265										
26	23	207/4	111/2	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	266										
26	23	52	223/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	267										
26	23	209/4	56	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	268										
26	23	201/4	54	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	269				32						
26	23	101/2	217/4	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	270				32						
26	23	203/4	109/2	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	271				32						
26	23	51	219/4	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	272				32						
26	23	205/4	55	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	273				32						
26	23	103/2	221/4	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	274				32						
26	23	207/4	111/2	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	275										
26	23	52	223/4	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	276										
26	23	209/4	56	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	277										
27	24		225/4	0.0	1	0	0	Spanner	9/16	1	1	0												5		
27	24		225/4	1.0	1	0	0	Chord	9/16	1	1	1/4		1/4	1	278								5		
27	24		57	0.0	1	3/16	3/16	Spanner	9/16	1	1	0														
27	24		57	0.0	1	3/16	3/16	Spanner	9/16	1	1	0													6	
27	24		231/4	0.0	1	3/8	3/8	Spanner	9/16	1	1	0														
27	24		231/4	0.5	1	3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	279										
27	24		233/4	0.25	1	1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	280										
27	24		225/4	0.25	1	0	0	Chord	9/16	1	2	1/16		1/16	1	281										
27	24		113/2	0.25	1	1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	282										
27	24		227/4	0.25	1	1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	283										
27	24		57	0.25	1	3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	284										
27	24		229/4	0.25	1	1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	285										
27	24		115/2	0.25	1	5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	286										
27	24		225/4	0.25	1	0	0	Chord	9/16	2	1	1/16		1/16	1	287										
27	24		113/2	0.25	1	1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	288										
27	24		227/4	0.25	1	1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	289										
27	24		57	0.25	1	3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	290										
27	24		229/4	0.25	1	1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	291										
27	24		115/2	0.25	1	5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	292										
27	24		231/4	0.25	1	3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	293										
27	24		58	0.25	1	7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	294										
27	24		233/4	0.25	1	1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	295										
28	24	105/2	117/2	0.0	2	0	0	Spanner	9/16	1	1	0												6		
28	24	105/2	117/2	0.75	2	0	0	Chord	9/16	1	1	3/16		1/8	3/2	296								6		
28	24	213/4	237/4	0.0	2	3/16	3/16	Spanner	9/16	1	1	0														
28	24	213/4	237/4	0.0	2	3/16	3/16	Spanner	9/16	1	1	0													7	
28	24	213/4	237/4	0.25	2	3/16	3/16	Chord	9/16	1	1	1/16		1/16	1	297									7	
28	24	107/2	119/2	0.25	2	1/4	1/4	Chord	9/16	1	1	1/16		1/16	1	298									7	
28	24	215/4	239/4	0.25	2	5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	299									7	
28	24	54	60	0.0	2	3/8	3/8	Spanner	9/16	1	1	0														
28	24	54	60	0.25	2	3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	300										
28	24	217/4	241/4	0.25	2	7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	301										
28	24	109/2	121/2	0.25	2	1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	302										
28	24	105/2	117/2	0.25	2	0	0	Chord	9/16	1	2	1/16		1/16	1	303										
28	24	211/4	235/4	0.25	2	1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	304										
28	24	53	59	0.25	2	1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	305										
28	24	213/4	237/4	0.25	2	3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	306										
28	24	107/2	119/2	0.25	2	1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	307										
28	24	215/4	239/4	0.25	2	5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	308										
28	24	54	60	0.25	2	3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	309										
28	24	217/4	241/4	0.25	2	7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	310										
28	24	109/2	121/2	0.25	2	1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	311										
28	24	105/2	117/2	0.25	2	0	0	Chord	9/16	2	1	1/16		1/16	1	312										
28	24	211/4	235/4	0.25	2	1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	313										
28	24	53	59	0.25	2	1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	314										
28	24	213/4	237/4	0.25	2	3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	315										
28	24	107/2	119/2	0.25	2	1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	316										
28	24	215/4	239/4	0.25	2	5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	317										
28	24	54	60	0.25	2	3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	318										
28	24	217/4	241/4	0.25	2	7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	319										
28	24	109/2	121/2	0.25	2	1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	320										
29	25	219/4	243/4	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	321				33						
29	25	221/4	245/4	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	322										
29	25	221/4	245/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	323										
29	25	219/4	243/4	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	324										
29	25	55	61	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	325										
29	25	221/4	245/4	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	326										
30	26	111/2	123/2	0.5		0	3/16	Chord	9/16	1	1	1/8		1/8	1	327				34						
30	26	56	62	0.25		1/8	5/16	Chord	9/16	1	1	1/16		1/16	1	328				34						
30	26	225/4	249/4	0.5		3/16	3/8	Chord	9/16	1	1	1/8		1/8	1	329				34						
30	26	227/4	251/4	0.25		5/16	1/2	Chord	9/16	1	1	1/16		1/16	1	330				34						
30	26	111/2	123/2	0.0		0	3/16	Spanner	9/16	1	2	0													8	
30	26	111/2	123/2	0.75		0	3/16	Chord	9/16	1	2	3/16		1/8	3/2	331									8	
30	26	225/4	249/4	0.0		3/16	3/8	Spanner	9/16	1	2	0														
30	26	111/2	123/2	0.25		0	3/16	Chord	9/16	2	1	1/16		1/16	1	332				35						
30	26	223/4	247/4	0.25		1/16	1/4	Chord	9/16	2	1	1/16		1/16	1	333				35						
30	26	56	62	0.25		1/8	5/16	Chord	9/16	2	1	1/16		1/16	1	334				35						
30	26	225/4	249/4	0.25		3/16	3/8	Chord	9/16	2	1	1/16		1/16	1	335				35						
30	26	113/2	125/2	0.25		1/4	7/16	Chord	9/16	2	1	1/16		1/16	1	336				35						
30	26	227/4	251/4	0.25		5/16	1/2	Chord	9/16	2	1	1/16		1/16	1	337				35						
31	27	57	63	0.0		0	0	Spanner	9/16	1	1	0								34				7		
31	27	57	63	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	338				34				7		
31	27	115/2	127/2	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	339								7		
31	27	231/4	255/4	0.0		3/16	3/16	Spanner	9/16	1	1	0														
31	27	231/4	255/4	0.0		3/16	3/16	Spanner	9/16	1	1	0													9	
31	27	231/4	255/4	0.25		3/16	3/16	Chord	9/16	1	1	1/16		1/16	1	340									9	
31	27	58	64	0.25		1/4	1/4	Chord	9/16	1	1	1/16		1/16	1	341									9	
31	27	233/4	257/4	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	342									9	
31	27	117/2	129/2	0.0		3/8	3/8	Spanner	9/16	1	1	0														
31	27	117/2	129/2	0.25		3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	343				36						
31	27	235/4	259/4	0.25		7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	344										
31	27	59	65	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	345				37						
31	27	57	63	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	346				35						
31	27	229/4	253/4	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	347				35						
31	27	115/2	127/2	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	348				35						
31	27	231/4	255/4	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	349				35						
31	27	58	64	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	350				35						
31	27	233/4	257/4	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	351				35						
31	27	117/2	129/2	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	352				35						
31	27	235/4	259/4	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	353				35						
31	27	59	65	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	354				35						
32	28	237/4	261/4	0.0		0	0	Spanner	9/16	1	1	0								37				8		
32	28	237/4	261/4	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	355				37				8		
32	28	239/4	263/4	0.0		1/8	1/8	Spanner	9/16	1	1	0														
32	28	239/4	263/4	0.0		1/8	1/8	Spanner	9/16	1	1	0													10	
32	28	239/4	263/4	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	356									10	
32	28	60	66	0.0		3/16	3/16	Spanner	9/16	1	1	0														
32	28	60	66	0.5		3/16	3/16	Chord	9/16	1	1	1/8		1/8	1	357				38						
32	28	121/2	133/2	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	358										
32	28	243/4	267/4	0.25		3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	359										
32	28	61	67	0.25		7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	360										
32	28	245/4	269/4	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	361										
32	28	237/4	261/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	362										
32	28	119/2	131/2	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	363										
32	28	239/4	263/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	364										
32	28	60	66	0.5		3/16	3/16	Chord	9/16	1	2	1/8		1/8	1	365										
32	28	121/2	133/2	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	366										
32	28	243/4	267/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	367										
32	28	61	67	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	368										
32	28	245/4	269/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	369										
32	28	237/4	261/4	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	370										
32	28	119/2	131/2	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	371										
32	28	239/4	263/4	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	372										
32	28	60	66	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	373										
32	28	241/4	265/4	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	374										
32	28	121/2	133/2	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	375										
32	28	243/4	267/4	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	376										
32	28	61	67	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	377										
32	28	245/4	269/4	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	378										
33	29	123/2	135/2	0.0		0	0	Spanner	9/16	1	1	0												9		
33	29	123/2	135/2	0.25		0	0	Chord	9/16	1	1	1/16		1/16	1	379								9		
33	29	247/4	271/4	0.25		1/16	1/16	Chord	9/16	1	1	1/16		1/16	1	380								9		
33	29	62	68	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	381				39				9		
33	29	249/4	273/4	0.25		3/16	3/16	Chord	9/16	1	1	1/16		1/16	1	382				39				9		
33	29	125/2	137/2	0.25		1/4	1/4	Chord	9/16	1	1	1/16		1/16	1	383								9		
33	29	251/4	275/4	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	384				40				9		
33	29	63	69	0.25		3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	385				40				9		
33	29	253/4	277/4	0.25		7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	386								9		
33	29	127/2	139/2	0.0		1/2	1/2	Dynamic	9/16	1	1	0						p								
33	29	127/2	139/2	0.0		1/2	1/2	Spanner	9/16	1	1	0														
33	29	127/2	139/2	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	387										
33	29	123/2	135/2	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	388				41						
33	29	247/4	271/4	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	389										
33	29	62	68	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	390				42						
33	29	249/4	273/4	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	391				42						
33	29	125/2	137/2	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	392										
33	29	251/4	275/4	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	393				43						
33	29	63	69	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	394				43						
33	29	253/4	277/4	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	395										
33	29	127/2	139/2	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	396				44						
34	30	255/4	279/4	0.0		0	0	Spanner	9/16	1	1	0												10		
34	30	255/4	279/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	397								10		
34	30	261/4	285/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	398								10		
34	30	255/4	279/4	0.5		0	0	Chord	9/16	1	2	1/8		1/8	1	399				45				10		
34	30	257/4	281/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	400				45				10		
34	30	129/2	141/2	0.5		3/16	3/16	Chord	9/16	1	2	1/8		1/8	1	401				45				10		
34	30	65	71	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	402								10		
34	30	261/4	285/4	0.5		3/8	3/8	Chord	9/16	1	2	1/8		1/8	1	403								10		
34	30	263/4	287/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	404								10		
34	30	255/4	279/4	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	405				44						
34	30	64	70	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	406				44						
34	30	257/4	281/4	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	407				44						
34	30	129/2	141/2	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	408				44						
34	30	259/4	283/4	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	409				44						
34	30	65	71	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	410				44						
34	30	261/4	285/4	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	411				44						
34	30	131/2	143/2	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	412				44						
34	30	263/4	287/4	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	413				44						
35	31	66	72	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	414								10		
35	31	267/4	291/4	0.5		3/16	3/16	Chord	9/16	1	1	1/8		1/8	1	415				46				10		
35	31	269/4	293/4	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	416								10		
35	31	135/2	147/2	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	417				47				10		
35	31	68	74	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	418								10		
35	31	66	72	0.5		0	0	Chord	9/16	1	2	1/8		1/8	1	419								10		
35	31	133/2	145/2	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	420								10		
35	31	267/4	291/4	0.5		3/16	3/16	Chord	9/16	1	2	1/8		1/8	1	421								10		
35	31	269/4	293/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	422								10		
35	31	135/2	147/2	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	423								10		
35	31	66	72	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	424										
35	31	265/4	289/4	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	425										
35	31	133/2	145/2	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	426										
35	31	267/4	291/4	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	427										
35	31	67	73	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	428										
35	31	269/4	293/4	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	429										
35	31	135/2	147/2	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	430										
35	31	271/4	295/4	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	431										
35	31	68	74	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	432										
36	32	273/4	297/4	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	433				48				10		
36	32	275/4	299/4	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	434				48				10		
36	32	69	75	0.5		3/16	3/16	Chord	9/16	1	1	1/8		1/8	1	435				48				10		
36	32	139/2	151/2	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	436								10		
36	32	279/4	303/4	0.25		3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	437				49				10		
36	32	70	76	0.25		7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	438				49				10		
36	32	281/4	305/4	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	439								10		
36	32	273/4	297/4	0.75		0	0	Chord	9/16	1	2	3/16		1/8	3/2	440								10		
36	32	69	75	0.75		3/16	3/16	Chord	9/16	1	2	3/16		1/8	3/2	441								10		
36	32	279/4	303/4	0.5		3/8	3/8	Chord	9/16	1	2	1/8		1/8	1	442								10		
36	32	281/4	305/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	443								10		
36	32	273/4	297/4	0.25		0	0	Chord	9/16	2	1	1/16		1/16	1	444										
36	32	137/2	149/2	0.25		1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	445										
36	32	275/4	299/4	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	446										
36	32	69	75	0.25		3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	447										
36	32	277/4	301/4	0.25		1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	448										
36	32	139/2	151/2	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	449										
36	32	279/4	303/4	0.25		3/8	3/8	Chord	9/16	2	1	1/16		1/16	1	450										
36	32	70	76	0.25		7/16	7/16	Chord	9/16	2	1	1/16		1/16	1	451										
36	32	281/4	305/4	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	452										
37	33		153/2	0.0	1	0	0	Dynamic	9/16	1	1	0						sf								
37	33		153/2	0.0	1	0	0	Spanner	9/16	1	1	0													11	
37	33		153/2	0.0	1	0	0	Spanner	9/16	1	1	0													11	
37	33		153/2	0.25	1	0	0	Chord	9/16	1	1	1/16		1/16	1	453				50					11	
37	33		307/4	0.25	1	1/16	1/16	Chord	9/16	1	1	1/16		1/16	1	454				50					11	
37	33		77	0.25	1	1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	455				50					11	
37	33		309/4	0.25	1	3/16	3/16	Chord	9/16	1	1	1/16		1/16	1	456				50					11	
37	33		155/2	0.25	1	1/4	1/4	Chord	9/16	1	1	1/16		1/16	1	457									11	
37	33		311/4	0.0	1	5/16	5/16	Spanner	9/16	1	1	0														
37	33		311/4	0.25	1	5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	458				51						
37	33		78	0.25	1	3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	459				51						
37	33		313/4	0.25	1	7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	460										
37	33		157/2	0.25	1	1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	461				52						
37	33		153/2	0.25	1	0	0	Chord	9/16	1	2	1/16		1/16	1	462										
37	33		307/4	0.25	1	1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	463										
37	33		77	0.25	1	1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	464										
37	33		309/4	0.25	1	3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	465										
37	33		155/2	0.25	1	1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	466										
37	33		307/4	0.25	1	1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	467										
37	33		77	0.25	1	1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	468				53						
37	33		309/4	0.25	1	3/16	3/16	Chord	9/16	2	1	1/16		1/16	1	469				53						
37	33		155/2	0.25	1	1/4	1/4	Chord	9/16	2	1	1/16		1/16	1	470										
37	33		311/4	0.25	1	5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	471				54						
37	33		153/2	0.25	1	0	0	Chord	9/16	2	2	1/16		1/16	1	472										
37	33		307/4	0.25	1	1/16	1/16	Chord	9/16	2	2	1/16		1/16	1	473										
37	33		77	0.25	1	1/8	1/8	Chord	9/16	2	2	1/16		1/16	1	474										
37	33		309/4	0.5	1	3/16	3/16	Chord	9/16	2	2	1/8		1/8	1	475										
37	33		78	0.25	1	3/8	3/8	Chord	9/16	2	2	1/16		1/16	1	476										
37	33		313/4	0.25	1	7/16	7/16	Chord	9/16	2	2	1/16		1/16	1	477										
37	33		157/2	0.25	1	1/2	1/2	Chord	9/16	2	2	1/16		1/16	1	478										
38	33		315/4	0.5	1	0	0	Chord	9/16	1	1	1/8		1/8	1	479				52						
38	33		317/4	0.25	1	1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	480										
38	33		315/4	0.25	1	0	0	Chord	9/16	2	1	1/16		1/16	1	481										
38	33		79	0.25	1	1/16	1/16	Chord	9/16	2	1	1/16		1/16	1	482				55						
38	33		317/4	0.25	1	1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	483										
39	33	141/2	159/2	0.0	2	0	3/16	Dynamic	9/16	1	1	0						sf								
39	33	141/2	159/2	0.0	2	0	3/16	Spanner	9/16	1	1	0													12	
39	33	141/2	159/2	0.25	2	0	3/16	Chord	9/16	1	1	1/16		1/16	1	484				56					12	
39	33	283/4	319/4	0.25	2	1/16	1/4	Chord	9/16	1	1	1/16		1/16	1	485				56					12	
39	33	71	80	0.25	2	1/8	5/16	Chord	9/16	1	1	1/16		1/16	1	486				56					12	
39	33	285/4	321/4	0.25	2	3/16	3/8	Chord	9/16	1	1	1/16		1/16	1	487				56					12	
39	33	143/2	161/2	0.25	2	1/4	7/16	Chord	9/16	1	1	1/16		1/16	1	488				56					12	
39	33	287/4	323/4	0.25	2	5/16	1/2	Chord	9/16	1	1	1/16		1/16	1	489									12	
39	33	283/4	319/4	0.25	2	1/16	1/4	Chord	9/16	2	1	1/16		1/16	1	490										
39	33	71	80	0.25	2	1/8	5/16	Chord	9/16	2	1	1/16		1/16	1	491				57						
39	33	285/4	321/4	0.25	2	3/16	3/8	Chord	9/16	2	1	1/16		1/16	1	492										
39	33	143/2	161/2	0.25	2	1/4	7/16	Chord	9/16	2	1	1/16		1/16	1	493										
39	33	287/4	323/4	0.25	2	5/16	1/2	Chord	9/16	2	1	1/16		1/16	1	494										
39	33	141/2	159/2	0.25	2	0	3/16	Chord	9/16	2	2	1/16		1/16	1	495										
39	33	283/4	319/4	0.25	2	1/16	1/4	Chord	9/16	2	2	1/16		1/16	1	496										
39	33	71	80	0.25	2	1/8	5/16	Chord	9/16	2	2	1/16		1/16	1	497										
39	33	285/4	321/4	0.5	2	3/16	3/8	Chord	9/16	2	2	1/8		1/8	1	498										
39	33	287/4	323/4	0.25	2	5/16	1/2	Chord	9/16	2	2	1/16		1/16	1	499										
40	33	72	81	0.0		0	0	Spanner	6/16	1	1	0														
40	33	72	81	0.25		0	0	Chord	6/16	2	1	1/16		1/16	1	500				58						
40	33	289/4	325/4	0.125		1/16	1/16	Chord	6/16	2	1	1/32		1/32	1	501				58						
40	33	579/8	651/8	0.25		3/32	3/32	Chord	6/16	2	1	1/16		1/16	1	502				58						
40	33	581/8	653/8	0.125		5/32	5/32	Chord	6/16	2	1	1/32		1/32	1	503										
41	34	291/4	327/4	0.16666666666666666		0	0	Chord	6/16	1	1	1/24		1/16	2/3	504				59						
41	34	875/12	983/12	0.08333333333333333		1/24	1/24	Chord	6/16	1	1	1/48		1/32	2/3	505				59						
41	34	73	82	0.16666666666666666		1/16	1/16	Chord	6/16	1	1	1/24		1/16	2/3	506				59						
41	34	439/6	493/6	0.08333333333333333		5/48	5/48	Chord	6/16	1	1	1/48		1/32	2/3	507				59						
41	34	293/4	329/4	0.16666666666666666		1/8	1/8	Chord	6/16	1	1	1/24		1/16	2/3	508				59						
41	34	881/12	989/12	0.08333333333333333		1/6	1/6	Chord	6/16	1	1	1/48		1/32	2/3	509				59						
41	34	147/2	165/2	0.16666666666666666		3/16	3/16	Chord	6/16	1	1	1/24		1/16	2/3	510				59						
41	34	221/3	248/3	0.08333333333333333		11/48	11/48	Chord	6/16	1	1	1/48		1/32	2/3	511										
41	34	291/4	327/4	0.16666666666666666		0	0	Chord	6/16	1	2	1/24		1/16	2/3	512										
41	34	875/12	983/12	0.08333333333333333		1/24	1/24	Chord	6/16	1	2	1/48		1/32	2/3	513										
41	34	73	82	0.16666666666666666		1/16	1/16	Chord	6/16	1	2	1/24		1/16	2/3	514										
